Substance,rel. error,a0,a1,a2,a3,т1,т2,т3,Radiative Efficiency (W m-2 ppb-1),Molar mass (g mol-1),Correction
Carbon dioxide,0.6,0.217278,0.224037,0.282381,0.276303,394.409,36.5393,4.30365,1.37532133676093E-05,44.01,1
